num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,E2E_time,E2E_throughput
4,30,8,0.25,198252,3,25,"Weak scaling - 4 workers, 8 cores each, 25% dataset",6.665,863.9159789947487,6358,3887,43,5758,8454144,7.082,3446.6252471053376,24327,15455,164,24409,33816576,6.836,29902.135751901696,122393,88940,1131,204411,169082880,41.45066428184509,4782.842529421949
