num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,E2E_time,E2E_throughput
1,120,8,1.0,793011,3,24,"Strong scaling - 1 worker, 8 cores, 8 total cores",19.786,1226.7765086424745,19271,12556,91,24273,33423360,18.085,9188.66463920376,68766,63985,708,166177,133693440,88.113,6838.502831591252,622746,333112,7576,602561,622132227,202.81546258926392,3910.012529991282
