num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,stage3_time,stage3_throughput,stage3_executorRunTime,stage3_executorCpuTime,stage3_jvmGCTime,stage3_recordsRead,stage3_bytesRead,E2E_time,E2E_throughput
2,60,8,1.0,793011,4,48,"Strong scaling - 2 workers, 8 cores each, 16 total cores",11.31,1054.1998231653404,10927,6754,47,11923,16777216,10.498,7997.999618975044,35699,23347,273,83963,67108864,26.454,12846.223633476979,322706,176628,4159,339834,331229705,29.565,12084.931506849314,362831,198254,3460,357291,377246738,152.71709203720093,5192.680068887295
