num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,E2E_time,E2E_throughput
1,120,8,0.0625,49563,2,3,"Weak scaling - 1 worker, 8 cores, 6.25% dataset",19.282,1258.8424437299036,18626,11889,66,24273,33423360,15.552,5837.319958847736,30046,20407,152,90782,66846720,42.27190589904785,1172.4808462235997
