num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,stage3_time,stage3_throughput,stage3_executorRunTime,stage3_executorCpuTime,stage3_jvmGCTime,stage3_recordsRead,stage3_bytesRead,stage4_time,stage4_throughput,stage4_executorRunTime,stage4_executorCpuTime,stage4_jvmGCTime,stage4_recordsRead,stage4_bytesRead,E2E_time,E2E_throughput
7,17,8,1.0,793011,5,168,"Strong scaling - 7 workers, 8 cores each, 56 total cores",5.352,603.8863976083707,5027,3181,47,3232,4849664,5.223,2612.2917863296957,19754,12565,153,13644,19398656,5.63,21239.964476021316,67190,48225,525,119581,96993280,10.131,44948.27756391274,458168,203337,7303,455371,476396694,4.808,41843.38602329451,175184,109455,1073,201183,204250699,125.69349312782288,6309.085540279754
