num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,stage3_time,stage3_throughput,stage3_executorRunTime,stage3_executorCpuTime,stage3_jvmGCTime,stage3_recordsRead,stage3_bytesRead,E2E_time,E2E_throughput
5,24,8,1.0,793011,4,120,"Strong scaling - 5 workers, 8 cores each, 40 total cores",6.077,736.7121935165378,5756,3504,42,4477,6750208,6.136,3226.205997392438,20828,13273,173,19796,27000832,7.098,23411.806142575373,90512,72308,752,166177,135004160,19.697,30591.511397674774,659223,317587,9014,602561,628424528,123.34063005447388,6429.438536593851
