num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,E2E_time,E2E_throughput
1,120,8,1.0,793011,3,24,"Strong scaling - 1 worker, 8 cores, 8 total cores",19.262,1260.149517184093,18641,11925,78,24273,33423360,19.574,8489.680188004495,74192,70842,576,166177,133693440,93.578,6439.1309923272565,670352,397598,7211,602561,622132227,244.45419836044312,3244.0064655004217
