num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,stage3_time,stage3_throughput,stage3_executorRunTime,stage3_executorCpuTime,stage3_jvmGCTime,stage3_recordsRead,stage3_bytesRead,E2E_time,E2E_throughput
8,15,8,0.5,396505,4,111,"Weak scaling - 8 workers, 8 cores each, 50% dataset",4.866,597.4106041923552,4543,2868,40,2907,4259840,5.045,2354.806739345887,16620,10522,133,11880,17039360,4.831,21891.94783688677,68961,42796,726,105760,85196800,8.201,45235.58102670406,375816,170251,6249,370977,364355578,67.2872269153595,5892.723153812878
