num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,E2E_time,E2E_throughput
2,60,8,0.125,99126,3,6,"Weak scaling - 2 workers, 8 cores each, 12.5% dataset",11.066,1077.4444243629134,10584,6440,64,11923,16777216,11.12,7550.629496402878,36041,24087,268,83963,67108864,8.1,2366.543209876543,7905,5217,27,19169,16777216,42.42593765258789,2336.448066550947
