num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,E2E_time,E2E_throughput
1,120,8,0.0625,49563,2,3,"Weak scaling - 1 worker, 8 cores, 6.25% dataset",19.572,1240.1900674432864,18948,11885,73,24273,33423360,15.79,5749.335022165928,30480,20474,168,90782,66846720,43.12402653694153,1149.3129000266852
