num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,stage3_time,stage3_throughput,stage3_executorRunTime,stage3_executorCpuTime,stage3_jvmGCTime,stage3_recordsRead,stage3_bytesRead,stage4_time,stage4_throughput,stage4_executorRunTime,stage4_executorCpuTime,stage4_jvmGCTime,stage4_recordsRead,stage4_bytesRead,E2E_time,E2E_throughput
13,9,8,0.8125,644321,5,168,"Weak scaling - 13 workers, 8 cores each, 81.25% dataset",4.989,582.6819001803968,4670,2803,40,2907,4259840,5.058,2348.7544483985766,18958,11717,233,11880,17039360,5.186,20393.366756652526,73070,43962,962,105760,85196800,5.947,68077.51807634102,476450,178437,8571,404857,423993338,3.344,60956.33971291866,108809,96623,786,203838,181182458,97.62463927268982,6599.9834140257535
