num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,stage3_time,stage3_throughput,stage3_executorRunTime,stage3_executorCpuTime,stage3_jvmGCTime,stage3_recordsRead,stage3_bytesRead,stage4_time,stage4_throughput,stage4_executorRunTime,stage4_executorCpuTime,stage4_jvmGCTime,stage4_recordsRead,stage4_bytesRead,E2E_time,E2E_throughput
16,7,8,1.0,793011,5,189,16 workers with 8 cores each,5.075,572.807881773399,4707,3026,40,2907,4259840,5.145,2309.037900874636,18559,11798,208,11880,17039360,5.296,19969.788519637463,74083,46342,872,105760,85196800,5.474,73959.99269272927,401106,172210,5151,404857,423993338,3.484,76810.27554535017,186007,163028,1532,267607,268648436,122.95828104019165,6449.431411136812
