num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,stage3_time,stage3_throughput,stage3_executorRunTime,stage3_executorCpuTime,stage3_jvmGCTime,stage3_recordsRead,stage3_bytesRead,stage4_time,stage4_throughput,stage4_executorRunTime,stage4_executorCpuTime,stage4_jvmGCTime,stage4_recordsRead,stage4_bytesRead,E2E_time,E2E_throughput
12,32,8,1.0,793011,5,189,"Strong scaling - 12 workers, 8 cores each, 96 total cores",5.156,563.8091543832429,4823,3176,84,2907,4259840,5.291,2245.322245322245,19514,12558,317,11880,17039360,5.235,20202.48328557784,77611,45027,1343,105760,85196800,6.982,57985.82068175308,486957,192445,8752,404857,423993338,4.426,60462.49435155897,226660,159033,1520,267607,268648436,134.681565284729,5888.044130787336
