num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,stage3_time,stage3_throughput,stage3_executorRunTime,stage3_executorCpuTime,stage3_jvmGCTime,stage3_recordsRead,stage3_bytesRead,E2E_time,E2E_throughput
8,48,8,0.5,396505,4,111,"Weak scaling - 8 workers, 8 cores each, 50% dataset",4.955,586.6801210898083,4628,3016,32,2907,4259840,5.077,2339.9645459917274,19043,12353,193,11880,17039360,4.812,21978.38736492103,61489,40886,531,105760,85196800,7.551,49129.519268970995,366943,165527,6175,370977,364355578,80.06085085868835,4952.545416983544
