num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,E2E_time,E2E_throughput
2,192,8,0.125,99126,3,6,"Weak scaling - 2 workers, 8 cores each, 12.5% dataset",11.432,1042.9496151154653,11052,6938,46,11923,16777216,10.995,7636.471123237836,36203,23753,342,83963,67108864,8.233,2328.3128871614235,8016,5362,41,19169,16777216,43.42616295814514,2282.6331696756006
