num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,stage3_time,stage3_throughput,stage3_executorRunTime,stage3_executorCpuTime,stage3_jvmGCTime,stage3_recordsRead,stage3_bytesRead,E2E_time,E2E_throughput
2,192,8,1.0,793011,4,48,"Strong scaling - 2 workers, 8 cores each, 16 total cores",11.48,1038.588850174216,11023,6740,64,11923,16777216,11.693,7180.620884289746,37720,23932,277,83963,67108864,25.831,13156.052804769462,316138,161620,4135,339834,331229705,27.03,13218.312985571587,342432,184855,4299,357291,377246738,193.05482053756714,4107.698516886739
